Person 1,Relationship,Person 2
http://linkedart.ascdc.tw/lod/Person/PR0058,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0409
http://linkedart.ascdc.tw/lod/Person/PR0003,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0171
http://linkedart.ascdc.tw/lod/Person/PR0101,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0109
http://linkedart.ascdc.tw/lod/Person/PR0107,http://vocab.getty.edu/ontology#ulan1550_relative_by_marriage,http://linkedart.ascdc.tw/lod/Person/PR0189
http://linkedart.ascdc.tw/lod/Person/PR0456,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0211
http://linkedart.ascdc.tw/lod/Person/PR0294,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0093
http://linkedart.ascdc.tw/lod/Person/PR0136,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0007
http://linkedart.ascdc.tw/lod/Person/PR0083,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0202
http://linkedart.ascdc.tw/lod/Person/PR0006,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0127
http://linkedart.ascdc.tw/lod/Person/PR0499,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0493
http://linkedart.ascdc.tw/lod/Person/PR0076,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0012
http://linkedart.ascdc.tw/lod/Person/PR0009,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0064
http://linkedart.ascdc.tw/lod/Person/PR0013,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0092
http://linkedart.ascdc.tw/lod/Person/PR0093,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0471
http://linkedart.ascdc.tw/lod/Person/PR0106,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0003
http://linkedart.ascdc.tw/lod/Person/PR0088,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0001
http://linkedart.ascdc.tw/lod/Person/PR0103,http://vocab.getty.edu/ontology#ulan1550_relative_by_marriage,http://linkedart.ascdc.tw/lod/Person/PR0171
http://linkedart.ascdc.tw/lod/Person/PR0008,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0155
http://linkedart.ascdc.tw/lod/Person/PR0007,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0115
http://linkedart.ascdc.tw/lod/Person/PR0072,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0009
http://linkedart.ascdc.tw/lod/Person/PR0023,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0003
http://linkedart.ascdc.tw/lod/Person/PR0356,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0210
http://linkedart.ascdc.tw/lod/Person/PR0012,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0092
http://linkedart.ascdc.tw/lod/Person/PR0121,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0122
http://linkedart.ascdc.tw/lod/Person/PR0115,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0140
http://linkedart.ascdc.tw/lod/Person/PR0058,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0407
http://linkedart.ascdc.tw/lod/Person/PR0041,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0012
http://linkedart.ascdc.tw/lod/Person/PR0105,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0190
http://linkedart.ascdc.tw/lod/Person/PR0203,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0198
http://linkedart.ascdc.tw/lod/Person/PR0070,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0005
http://linkedart.ascdc.tw/lod/Person/PR0448,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0095
http://linkedart.ascdc.tw/lod/Person/PR0006,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0126
http://linkedart.ascdc.tw/lod/Person/PR0053,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0001
http://linkedart.ascdc.tw/lod/Person/PR0121,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0119
http://linkedart.ascdc.tw/lod/Person/PR0007,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0011
http://linkedart.ascdc.tw/lod/Person/PR0002,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0088
http://linkedart.ascdc.tw/lod/Person/PR0006,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0131
http://linkedart.ascdc.tw/lod/Person/PR0139,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0115
http://linkedart.ascdc.tw/lod/Person/PR0415,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0210
http://linkedart.ascdc.tw/lod/Person/PR0015,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0203
http://linkedart.ascdc.tw/lod/Person/PR0008,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0160
http://linkedart.ascdc.tw/lod/Person/PR0025,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0084
http://linkedart.ascdc.tw/lod/Person/PR0012,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0041
http://linkedart.ascdc.tw/lod/Person/PR0089,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0008
http://linkedart.ascdc.tw/lod/Person/PR0008,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0057
http://linkedart.ascdc.tw/lod/Person/PR0095,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0445
http://linkedart.ascdc.tw/lod/Person/PR0059,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0488
http://linkedart.ascdc.tw/lod/Person/PR0001,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0108
http://linkedart.ascdc.tw/lod/Person/PR0007,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0120
http://linkedart.ascdc.tw/lod/Person/PR0023,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0005
http://linkedart.ascdc.tw/lod/Person/PR0005,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0002
http://linkedart.ascdc.tw/lod/Person/PR0111,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0204
http://linkedart.ascdc.tw/lod/Person/PR0009,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0162
http://linkedart.ascdc.tw/lod/Person/PR0109,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0110
http://linkedart.ascdc.tw/lod/Person/PR0488,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0489
http://linkedart.ascdc.tw/lod/Person/PR0242,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0001
http://linkedart.ascdc.tw/lod/Person/PR0049,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0011
http://linkedart.ascdc.tw/lod/Person/PR0442,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0444
http://linkedart.ascdc.tw/lod/Person/PR0287,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0095
http://linkedart.ascdc.tw/lod/Person/PR0193,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0014
http://linkedart.ascdc.tw/lod/Person/PR0009,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0157
http://linkedart.ascdc.tw/lod/Person/PR0416,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0210
http://linkedart.ascdc.tw/lod/Person/PR0494,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0079
http://linkedart.ascdc.tw/lod/Person/PR0079,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0003
http://linkedart.ascdc.tw/lod/Person/PR0208,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0462
http://linkedart.ascdc.tw/lod/Person/PR0052,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0008
http://linkedart.ascdc.tw/lod/Person/PR0143,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0121
http://linkedart.ascdc.tw/lod/Person/PR0014,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0193
http://linkedart.ascdc.tw/lod/Person/PR0318,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0210
http://linkedart.ascdc.tw/lod/Person/PR0011,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0175
http://linkedart.ascdc.tw/lod/Person/PR0210,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0326
http://linkedart.ascdc.tw/lod/Person/PR0007,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0205
http://linkedart.ascdc.tw/lod/Person/PR0192,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0012
http://linkedart.ascdc.tw/lod/Person/PR0325,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0093
http://linkedart.ascdc.tw/lod/Person/PR0009,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0116
http://linkedart.ascdc.tw/lod/Person/PR0083,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0113
http://linkedart.ascdc.tw/lod/Person/PR0121,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0140
http://linkedart.ascdc.tw/lod/Person/PR0005,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0056
http://linkedart.ascdc.tw/lod/Person/PR0140,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0115
http://linkedart.ascdc.tw/lod/Person/PR0015,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0199
http://linkedart.ascdc.tw/lod/Person/PR0056,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0005
http://linkedart.ascdc.tw/lod/Person/PR0411,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0058
http://linkedart.ascdc.tw/lod/Person/PR0142,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0007
http://linkedart.ascdc.tw/lod/Person/PR0098,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0204
http://linkedart.ascdc.tw/lod/Person/PR0434,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0433
http://linkedart.ascdc.tw/lod/Person/PR0094,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0013
http://linkedart.ascdc.tw/lod/Person/PR0189,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0188
http://linkedart.ascdc.tw/lod/Person/PR0422,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0423
http://linkedart.ascdc.tw/lod/Person/PR0079,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0499
http://linkedart.ascdc.tw/lod/Person/PR0205,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0007
http://linkedart.ascdc.tw/lod/Person/PR0014,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0196
http://linkedart.ascdc.tw/lod/Person/PR0095,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0287
http://linkedart.ascdc.tw/lod/Person/PR0172,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0010
http://linkedart.ascdc.tw/lod/Person/PR0109,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0101
http://linkedart.ascdc.tw/lod/Person/PR0201,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0005
http://linkedart.ascdc.tw/lod/Person/PR0474,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0093
http://linkedart.ascdc.tw/lod/Person/PR0424,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0084
http://linkedart.ascdc.tw/lod/Person/PR0006,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0129
http://linkedart.ascdc.tw/lod/Person/PR0164,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0009
http://linkedart.ascdc.tw/lod/Person/PR0420,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0210
http://linkedart.ascdc.tw/lod/Person/PR0079,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0494
http://linkedart.ascdc.tw/lod/Person/PR0199,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0015
http://linkedart.ascdc.tw/lod/Person/PR0005,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0066
http://linkedart.ascdc.tw/lod/Person/PR0175,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0011
http://linkedart.ascdc.tw/lod/Person/PR0079,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0493
http://linkedart.ascdc.tw/lod/Person/PR0453,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0211
http://linkedart.ascdc.tw/lod/Person/PR0131,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0006
http://linkedart.ascdc.tw/lod/Person/PR0498,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0497
http://linkedart.ascdc.tw/lod/Person/PR0187,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0137
http://linkedart.ascdc.tw/lod/Person/PR0091,http://vocab.getty.edu/ontology#ulan1550_relative_by_marriage,http://linkedart.ascdc.tw/lod/Person/PR0004
http://linkedart.ascdc.tw/lod/Person/PR0011,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0007
http://linkedart.ascdc.tw/lod/Person/PR0445,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0095
http://linkedart.ascdc.tw/lod/Person/PR0102,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0099
http://linkedart.ascdc.tw/lod/Person/PR0112,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0201
http://linkedart.ascdc.tw/lod/Person/PR0108,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0001
http://linkedart.ascdc.tw/lod/Person/PR0210,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0356
http://linkedart.ascdc.tw/lod/Person/PR0432,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0431
http://linkedart.ascdc.tw/lod/Person/PR0067,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0014
http://linkedart.ascdc.tw/lod/Person/PR0204,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0053
http://linkedart.ascdc.tw/lod/Person/PR0211,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0452
http://linkedart.ascdc.tw/lod/Person/PR0093,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0474
http://linkedart.ascdc.tw/lod/Person/PR0226,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0001
http://linkedart.ascdc.tw/lod/Person/PR0202,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0083
http://linkedart.ascdc.tw/lod/Person/PR0204,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0108
http://linkedart.ascdc.tw/lod/Person/PR0038,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0009
http://linkedart.ascdc.tw/lod/Person/PR0015,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0071
http://linkedart.ascdc.tw/lod/Person/PR0099,http://vocab.getty.edu/ontology#ulan1550_relative_by_marriage,http://linkedart.ascdc.tw/lod/Person/PR0171
http://linkedart.ascdc.tw/lod/Person/PR0433,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0434
http://linkedart.ascdc.tw/lod/Person/PR0241,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0242
http://linkedart.ascdc.tw/lod/Person/PR0376,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0209
http://linkedart.ascdc.tw/lod/Person/PR0101,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0110
http://linkedart.ascdc.tw/lod/Person/PR0073,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0013
http://linkedart.ascdc.tw/lod/Person/PR0102,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0003
http://linkedart.ascdc.tw/lod/Person/PR0121,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0007
http://linkedart.ascdc.tw/lod/Person/PR0095,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0374
http://linkedart.ascdc.tw/lod/Person/PR0472,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0093
http://linkedart.ascdc.tw/lod/Person/PR0014,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0067
http://linkedart.ascdc.tw/lod/Person/PR0116,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0009
http://linkedart.ascdc.tw/lod/Person/PR0040,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0012
http://linkedart.ascdc.tw/lod/Person/PR0497,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0498
http://linkedart.ascdc.tw/lod/Person/PR0006,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0058
http://linkedart.ascdc.tw/lod/Person/PR0452,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0457
http://linkedart.ascdc.tw/lod/Person/PR0130,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0006
http://linkedart.ascdc.tw/lod/Person/PR0005,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0023
http://linkedart.ascdc.tw/lod/Person/PR0009,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0159
http://linkedart.ascdc.tw/lod/Person/PR0009,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0072
http://linkedart.ascdc.tw/lod/Person/PR0202,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0004
http://linkedart.ascdc.tw/lod/Person/PR0162,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0009
http://linkedart.ascdc.tw/lod/Person/PR0311,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0210
http://linkedart.ascdc.tw/lod/Person/PR0005,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0183
http://linkedart.ascdc.tw/lod/Person/PR0012,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0040
http://linkedart.ascdc.tw/lod/Person/PR0011,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0015
http://linkedart.ascdc.tw/lod/Person/PR0102,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0103
http://linkedart.ascdc.tw/lod/Person/PR0006,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0134
http://linkedart.ascdc.tw/lod/Person/PR0500,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0247
http://linkedart.ascdc.tw/lod/Person/PR0019,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0084
http://linkedart.ascdc.tw/lod/Person/PR0158,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0006
http://linkedart.ascdc.tw/lod/Person/PR0058,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0006
http://linkedart.ascdc.tw/lod/Person/PR0057,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0008
http://linkedart.ascdc.tw/lod/Person/PR0079,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0491
http://linkedart.ascdc.tw/lod/Person/PR0107,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0110
http://linkedart.ascdc.tw/lod/Person/PR0210,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0416
http://linkedart.ascdc.tw/lod/Person/PR0471,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0093
http://linkedart.ascdc.tw/lod/Person/PR0122,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0121
http://linkedart.ascdc.tw/lod/Person/PR0007,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0138
http://linkedart.ascdc.tw/lod/Person/PR0011,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0176
http://linkedart.ascdc.tw/lod/Person/PR0129,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0006
http://linkedart.ascdc.tw/lod/Person/PR0425,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0084
http://linkedart.ascdc.tw/lod/Person/PR0007,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0136
http://linkedart.ascdc.tw/lod/Person/PR0460,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0208
http://linkedart.ascdc.tw/lod/Person/PR0115,http://vocab.getty.edu/ontology#ulan1512_parent_of,http://linkedart.ascdc.tw/lod/Person/PR0123
http://linkedart.ascdc.tw/lod/Person/PR0207,http://vocab.getty.edu/ontology#ulan1511_child_of,http://linkedart.ascdc.tw/lod/Person/PR0066
http://linkedart.ascdc.tw/lod/Person/PR0444,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0442
http://linkedart.ascdc.tw/lod/Person/PR0002,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0005
http://linkedart.ascdc.tw/lod/Person/PR0057,http://vocab.getty.edu/ontology#ulan2550_friend_of,http://linkedart.ascdc.tw/lod/Person/PR0011
http://linkedart.ascdc.tw/lod/Person/PR0436,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0437
http://linkedart.ascdc.tw/lod/Person/PR0443,http://vocab.getty.edu/ontology#ulan1541_spouse_of,http://linkedart.ascdc.tw/lod/Person/PR0095
